OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019,HUC12,AWC_OID,AWC_CODE,SPECIES,LSTAGE,sp_ls,sa_sp_hab,sa_sp_count,mult_awc,AWC_CODE_qc,region
974,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2078786,Bristol_Bay_2078786,2078786.000000000000000,2078786,,52660.000000000000000,44541500.000000000000000,28887200.000000000000000,15654300.000000000000000,35.1454277,116,697.000000000000000,69700.000000000000000,57,85,28,64.754662840746036,7.542043547282577,45134.000000000000000,29,58,85,62,77,57,1020,349.736324551260054,233.623737022594270,0.000001417385988,63.961505889892578,12.739356333974413,10.466011845939521,116,697.000000000000000,69700.000000000000000,0.000001472349823,18.396984100341797,18.396982627991974,5.318470481860310,4.057460988286630,3706.973925856636470,4.099744796752930,11.350008773803712,44541500.000000000000000,0.000000000000000,0.0000000,,,1202227.356065967353061,2.699117353627443,508.650433865048001,503.043233838109529,463.890008194606480,492.589695003540385,488.856511343355464,506.640838319319869,498.765340188361961,508.670980995252648,496.977391870500810,503.590325875869496,493.334800130213182,512.808396663788358,506.579486546254429,484.736028198419945,468.028355578506819,471.050130776919445,489.855507784877091,491.879162129701740,477.833312753275720,190302060602,19919,324-10-10150-2196,S,s,S_s,1,1,0,324-10-10150-2196,Bristol_Bay
975,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2078943,Bristol_Bay_2078943,2078943.000000000000000,2078943,,65920.000000000000000,90772200.000000000000000,79018100.000000000000000,11754100.000000000000000,12.9490089,117,57.000000000000000,5700.000000000000000,79,80,1,79.754385964912274,0.430450671802993,4546.000000000000000,2,80,79,80,80,79,1015,186.644516713266199,148.205032322692404,0.000002035563739,56.539611816406250,6.234315613139273,8.441651105987621,117,57.000000000000000,5700.000000000000000,0.000002066553407,3.435647726058960,3.435645659505553,1.282107818547338,1.291967468992058,73.080145657198258,0.679439425468445,3.367763519287109,86332600.000000000000000,4439600.000000000000000,4.8909249,,,8203131.798943286761642,9.037052973204666,478.109552121302556,474.611832755310672,395.841252512953020,461.259102311036941,464.032262615499462,486.991715240235806,435.245898865156619,478.841743122136677,480.124982698426948,474.726742296125565,469.401402873773122,476.232852472167451,472.811009234696598,405.154794496544639,420.734386612490425,417.034059974062814,471.151241286053221,442.577422248612663,454.289505152182130,190302051401,"18175,20367","324-10-10150-2207-3060,324-10-10150-2207-3060","S,CO","s,p","S_s, CO_p",1,1,0,324-10-10150-2207-3060,Bristol_Bay
976,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2079006,Bristol_Bay_2079006,2079006.000000000000000,2079006,,56660.000000000000000,34463700.000000000000000,27328300.000000000000000,7135400.000000000000000,20.7041035,118,4452.000000000000000,445200.000000000000000,52,145,93,67.636343216531884,16.781068996189997,301117.000000000000000,85,54,121,58,91,52,339,179.273200497914758,48.983190222790000,0.000001312022391,42.953624725341797,6.942360936674750,5.128487135642565,118,4452.000000000000000,445200.000000000000000,0.000001312022391,30.542547225952148,30.542545913929757,6.544235199010807,6.178462424004907,29134.935105996111815,4.306469678878784,15.366137027740479,34463700.000000000000000,0.000000000000000,0.0000000,,,2659709.085646928288043,7.717421767386927,501.703937081111064,497.282758539465704,444.777101371525760,482.490746525651389,486.819976678152500,498.689142130755044,494.639422552846270,496.040957087192396,494.043552166392658,496.342400088211832,487.487821305965383,505.317950607754142,501.545081492953670,474.884629841827405,458.962485017499830,447.147244215426952,475.365838748726446,478.807256646091389,460.876735824483433,190302060601,"18663,19983","324-10-10150-2196-3033,324-10-10150-2196-3033","S,AC","s,p","S_s, AC_p",1,1,0,324-10-10150-2196-3033,Bristol_Bay
977,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2079202,Bristol_Bay_2079202,2079202.000000000000000,2079202,,163762.222799997776747,423814011.113999962806702,300657600.000000000000000,123156400.000000000000000,29.0590687,119,22366.000000000000000,2236600.000000000000000,75,89,14,75.837208262541395,2.186451940102296,1696175.000000000000000,15,75,89,75,79,75,1879,888.350827957546130,425.175483696130073,0.000001942014023,77.545478820800781,27.626342271144303,13.752081169348344,119,22366.000000000000000,2236600.000000000000000,0.000001942014023,20.023010253906250,20.023008311892227,0.500448672225994,1.683210319910434,11193.035003006591069,0.000001948878207,2.149226069450378,423629900.000000000000000,184100.000000000000000,0.0434389,62458051.651656292378902,14.737137049217555,2256917.471337034832686,0.532525450351370,529.767875496783404,518.187766032486024,510.009357205897572,509.761626706193852,508.647691277703871,518.701470828147308,511.004732750970902,529.444281013823229,511.524691359490646,518.975905509944596,517.996091260206072,526.923546238355584,513.859185063024256,502.415312326652383,504.303605590496545,508.026004756179304,511.717609503014899,521.071779314984042,510.267575316511568,190302050505,20136,324-10-10150-2207-3214,S,s,S_s,1,1,0,324-10-10150-2207-3214,Bristol_Bay
978,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2079556,Bristol_Bay_2079556,2079556.000000000000000,2079556,,56300.000000000000000,43455400.000000000000000,27650000.000000000000000,15805400.000000000000000,36.3715439,120,4087.000000000000000,408700.000000000000000,71,110,39,91.541228284804973,7.577489796163933,374129.000000000000000,40,92,71,92,101,71,955,451.574711083084082,177.025378972470122,0.000001894932666,63.275321960449219,12.363177464321309,10.240186834544055,120,4087.000000000000000,408700.000000000000000,0.000001894932666,14.051095008850098,14.051093113917432,3.066434566992803,2.313405687519724,12532.518075299587508,2.872824192047119,5.761482429504395,43441900.000000000000000,13500.000000000000000,0.0310663,,,821104.640600916347466,1.889534190459451,512.829381388729871,502.948540342512104,477.692678010097268,495.964667222025184,490.950464154053748,507.106990155421443,505.073776791836394,513.283364092845204,494.128112961794670,512.168954836452258,496.222204835304694,512.958647256728568,507.952719339828889,481.783483755760074,480.070451543422848,484.612683348905762,492.592246303102854,496.868122258685787,487.597753098578494,190302060603,20255,324-10-10150-2196-3016,S,s,S_s,1,1,0,324-10-10150-2196-3016,Bristol_Bay
979,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2079716,Bristol_Bay_2079716,2079716.000000000000000,2079716,,68300.000000000000000,69390602.198087722063065,49963400.000000000000000,19427500.000000000000000,27.9971867,121,1690.000000000000000,169000.000000000000000,74,91,17,80.932544378698225,4.104140646860619,136776.000000000000000,18,78,74,80,87,74,408,191.470625110785875,49.746188081276706,0.000001946311841,27.094886779785156,3.528265848860526,3.215608027344968,121,1690.000000000000000,169000.000000000000000,0.000001946311841,6.712127208709717,6.712125262397876,2.113786817222837,1.476214680569902,3572.299721106594006,2.443827509880066,3.435536408424377,68984400.000000000000000,406500.000000000000000,0.5858117,,,4907416.928376922383904,7.072163625800269,472.587579706926022,477.146930821799458,388.809202904244160,466.352561418028586,464.036821031357988,487.334018028143078,450.837849737760450,477.075936946879608,477.680625221538492,474.392523893276234,471.939805474809361,479.343668123651639,466.946224200411848,397.397343648873061,407.034832628801098,431.012471449569375,469.088919157805094,473.519713848392882,447.054269686814450,190302061002,"18250,18521,19170,19663","324-10-10150-2136-3032,324-10-10150-2136-3032,324-10-10150-2136-3032,324-10-10150-2136-3032","CO,K,S,AC","s,s,s,p","S_s, K_s, AC_p, CO_s",1,3,0,324-10-10150-2136-3032,Bristol_Bay
980,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2079856,Bristol_Bay_2079856,2079856.000000000000000,2079856,,56540.000000000000000,57582400.000000000000000,40198800.000000000000000,17383600.000000000000000,30.1890850,122,7707.000000000000000,770700.000000000000000,291,326,35,304.224341507719998,8.473874806764035,2344657.000000000000000,36,297,326,301,318,291,1053,456.805728833808189,154.830663872581766,0.000007729496247,56.882484436035156,8.929466189433226,8.572023720520026,122,7707.000000000000000,770700.000000000000000,0.000007729496247,24.201950073242188,24.201942343745941,4.271715847015723,4.047212760746640,32922.114032950172259,3.383239746093750,9.323550796508790,57582400.000000000000000,0.000000000000000,0.0000000,,,3123736.890244394540787,5.424811904756305,523.396824376902487,515.055640265085344,496.937598988580987,505.920517892151963,500.927819958870373,515.926732821135943,518.621897914617762,524.695780307865789,504.553268309018847,522.163654172114775,500.608962113421398,524.695643113167989,518.524506678062721,497.972383922865674,491.940361819842622,500.057486315262281,499.917841576380965,506.302184347994398,494.864756723279754,190302061601,"11218,11545,12040,12723","324-10-10150-2010-3115,324-10-10150-2010-3115-4037,324-10-10150-2010-3115-4037,324-10-10150-2010-3115","AC,S,AC,S","p,s,p,s","S_s, AC_p",1,1,1,324-10-10150-2010-3115-4037-0020,Bristol_Bay
981,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2080866,Bristol_Bay_2080866,2080866.000000000000000,2080866,,80900.000000000000000,66620500.000000000000000,58979400.000000000000000,7641100.000000000000000,11.4695930,123,3627.000000000000000,362700.000000000000000,5,20,15,13.594982078853032,3.612542432565242,49309.000000000000000,16,17,5,14,18,5,113,45.325742076388117,19.793599123871914,0.000000090631808,22.713878631591797,1.864747291273257,2.165153020270834,123,3627.000000000000000,362700.000000000000000,0.000000090631808,13.540280342102051,13.540280251470243,2.294471649226751,2.641634052038843,8322.048671745424144,1.918777585029602,6.030069255828858,58353000.000000000000000,8267500.000000000000000,12.4098434,,,6834543.293803547509015,10.258919242280601,460.065371559951643,476.472031565569068,389.673935541446895,459.676867509184092,473.908391232130271,484.995297158020662,462.051073010801190,474.089314640088446,477.694024627958754,459.631899314572763,467.932687863271951,476.890669836405721,481.497907845383509,390.897392379892722,386.861159690307943,415.300219821189899,461.419302719097857,471.432649663561563,437.390460384684900,190302061504,"10812,10834,11190,11507,11797,11853,12520,12870","324-10-10150-2053-3011,324-10-10150-2053,324-10-10150-2053-3011,324-10-10150-2053,324-10-10150-2053,324-10-10150-2053,324-10-10150-2053,324-10-10150-2053-3011","AC,K,CH,CO,CH,S,AC,K","p,s,s,p,s,p,p,s","AC_p, CH_s, K_s",1,2,1,324-10-10150-2053-3011,Bristol_Bay
982,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2080976,Bristol_Bay_2080976,2080976.000000000000000,2080976,,69280.000000000000000,74583800.000000000000000,64058600.000000000000000,10525200.000000000000000,14.1119118,124,4799.000000000000000,479900.000000000000000,11,34,23,20.555324025838633,5.786092167389207,98645.000000000000000,24,14,33,21,28,11,114,49.104062812568188,16.987280181996606,0.000000224411352,24.751634597778320,1.843692219560171,2.098634758848922,124,4799.000000000000000,479900.000000000000000,0.000000224411352,21.884740829467773,21.884740605056422,3.580565219524283,3.801258508512685,17183.132488497034501,2.852210760116577,8.708849906921387,68642200.000000000000000,5941600.000000000000000,7.9663410,,,8309144.335417024791241,11.140682474501199,467.085599580085329,478.288491161153047,385.510731085420218,464.161689680386758,474.707478666299266,486.672267389344597,458.503603296878339,476.238092383527601,477.243235905611073,460.621682332735247,469.888389971670506,478.801732148617418,481.623665432469863,397.355885575838556,392.402702508241305,415.045723634858348,458.314297514728253,462.778193968814605,429.815129958759712,190302062203,12216,324-10-10150-2039,CH,p,CH_p,2,0,0,324-10-10150-2039,Bristol_Bay
983,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2081436,Bristol_Bay_2081436,2081436.000000000000000,2081436,,83120.000000000000000,101157900.000000000000000,80025500.000000000000000,21132400.000000000000000,20.8905087,125,2645.000000000000000,264500.000000000000000,283,300,17,289.672967863893462,1.910088350203089,766185.000000000000000,18,289,284,289,292,283,1020,487.502842585697408,128.411363475711653,0.000007514952358,69.496192932128906,7.776841451925925,7.212648511981458,125,2645.000000000000000,264500.000000000000000,0.000007514952358,11.497173309326172,11.497165794373814,1.448547900202282,1.554756696782988,3831.409196035034711,0.679896295070648,3.367948293685913,101124300.000000000000000,33600.000000000000000,0.0332154,,,3630043.564343523234129,3.588492410719799,516.182561523921891,506.929224570128611,489.800098902067361,500.284817360182217,494.433994695852618,509.614794296839534,509.318214926673477,519.747125844457514,499.319098649992497,517.624306158976424,496.300565749191094,518.038007926039995,511.168409059444741,487.760470042699637,488.952525590047912,491.959520709708215,497.828583125055218,500.613743183591794,491.265932924224387,190302061603,"11136,11218,12526,12640,12723,12931","324-10-10150-2010-3115-4021,324-10-10150-2010-3115,324-10-10150-2010-3115-4021,324-10-10150-2010-3115-4021,324-10-10150-2010-3115,324-10-10150-2010-3115-4021","S,AC,W,AC,S,S","s,p,p,p,s,r","S_s, W_p, AC_p, S_r",1,1,1,324-10-10150-2010-3115-4021,Bristol_Bay
984,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2081466,Bristol_Bay_2081466,2081466.000000000000000,2081466,,99480.000000000000000,108503200.000000000000000,92828500.000000000000000,15674700.000000000000000,14.4463024,126,1116.000000000000000,111600.000000000000000,3,20,17,7.906810035842294,4.330883120737694,8824.000000000000000,18,6,20,6,16,3,115,58.685248914317640,24.846824331632806,0.000000014183082,26.911661148071289,2.219568914120369,2.439730901301359,126,1116.000000000000000,111600.000000000000000,0.000000014794368,16.669092178344727,16.669092163550360,3.261456739939968,3.710983635063731,3639.785721773004298,2.444621801376343,9.558692455291748,101247100.000000000000000,7256100.000000000000000,6.6874523,,,10472386.464280882850289,9.651684433529041,467.101589421716255,478.499840903443896,387.363759044853055,462.595998013372480,474.910006468746133,486.396500256174477,463.094932565019917,478.509110900486689,478.352323712521354,460.547087851930144,469.279019427303410,479.486285587971963,482.889424243256542,391.610016354075810,390.400877458996433,420.074084957136279,463.075075980417694,467.576216561911508,436.084218389806779,190302062201,"10873,11105,11368,11775,12983","324-10-10150-2045,324-10-10150-2045,324-10-10150-2045,324-10-10150-2045,324-10-10150-2045","AC,CH,K,CO,S","p,s,s,p,s","K_s, CO_p, CH_s, AC_p, S_s",1,3,0,324-10-10150-2045,Bristol_Bay
985,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2081546,Bristol_Bay_2081546,2081546.000000000000000,2081546,,79500.000000000000000,104865700.000000000000000,75085200.000000000000000,29780500.000000000000000,28.3987045,127,861.000000000000000,86100.000000000000000,66,78,12,70.547038327526167,2.675076376678428,60741.000000000000000,13,68,66,70,74,66,386,186.963960570520726,71.615523848332188,0.000001671310770,27.597978591918945,3.590701983219931,3.179829762172360,127,861.000000000000000,86100.000000000000000,0.000001676866646,11.408128738403320,11.408127061536675,2.512585466311269,2.072281891797023,2163.336086494002757,2.852029800415039,5.232158660888672,104716600.000000000000000,149100.000000000000000,0.1421819,,,5121848.662096112035215,4.884198228873800,473.557383396093314,476.765345580112637,392.137450090928496,467.369949373335999,459.896597266790025,482.843243310254593,453.900998133804876,477.178856384881271,477.674524653913068,476.481435779287779,469.389137725679689,478.542370861013978,464.260871762645195,406.442923663312683,409.291907649497261,423.860088665787430,469.407559383097464,470.067818171236581,443.443503452510129,190302061001,"18141,19088,19362,19552","324-10-10150-2136,324-10-10150-2136,324-10-10150-2136,324-10-10150-2136","K,S,CO,CH","s,p,p,s","S_p, CH_s, K_s, CO_p",1,2,0,324-10-10150-2136,Bristol_Bay
986,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2082396,Bristol_Bay_2082396,2082396.000000000000000,2082396,,101760.000000000000000,134376200.000000000000000,100037500.000000000000000,34338700.000000000000000,25.5541534,128,2940.000000000000000,294000.000000000000000,14,32,18,23.992857142857158,4.924630929919357,70539.000000000000000,19,28,32,25,30,14,400,135.093116935885689,73.876775856525214,0.000000258913474,32.508300781250000,3.571524876973072,3.313415016674157,128,2940.000000000000000,294000.000000000000000,0.000000258913474,10.711577415466309,10.711577156552835,3.610012188742037,2.132729049047112,10613.435834901589260,3.383156061172485,6.364612579345703,131973100.000000000000000,2403100.000000000000000,1.7883375,,,5029722.454754083417356,3.743015842652258,454.019449541552262,465.317557224373218,387.459493687145880,441.024803783229743,443.931699529091986,482.669411801018668,434.561476710184422,471.374984617385451,476.852429877761779,468.799818792263864,459.166017783219729,474.004062442125701,462.814188207364225,390.990408032677692,408.269493762759055,407.622017697833826,462.886597713888364,468.008401176793484,427.060165860974791,190302061102,"10819,11112","324-10-10150-2132-3223,324-10-10150-2132-3223","CO,K","r,r","CO_r, K_r",2,0,0,324-10-10150-2132-3223,Bristol_Bay
987,1,D:\GIS\outputs_20230518\outputs_20230518.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2082463,Bristol_Bay_2082463,2082463.000000000000000,2082463,,302937.777200002223253,847196777.772000074386597,641873200.000000000000000,205323600.000000000000000,24.2356434,129,1316.000000000000000,131600.000000000000000,74,80,6,76.905015197568332,1.683354702515244,101207.000000000000000,7,78,80,78,79,74,1791,643.450037464739239,337.488298188184729,0.000001902125064,73.869384765625000,19.166291335886889,13.125080929905550,129,1316.000000000000000,131600.000000000000000,0.000001933169187,13.825947761535645,13.825945828366457,3.171013128143532,3.165148793694837,4173.053276636887858,2.851593017578125,8.425361633300781,846124800.000000000000000,1072000.000000000000000,0.1265349,2205563.424924903549254,0.260336616331946,30865950.578510556370020,3.643303585228848,513.531027101345103,502.722543524645403,471.298197535333998,491.925508590571383,494.817011614006560,505.866638629614272,485.124274826421981,508.027229584693146,496.282144627150103,496.854706912767938,497.485525516318148,508.098074502848362,503.451065761370955,465.402280389729924,475.409746562817645,481.652549744713781,492.210286711809147,501.878634746582463,492.566699046325255,190302051309,"18282,18742,19123,19695","324-10-10150-2207-3048,324-10-10150-2207-3048,324-10-10150-2207-3048,324-10-10150-2207-3048","AC,CO,K,S","p,p,p,s","CO_p, S_s, K_p, AC_p",1,1,0,324-10-10150-2207-3048,Bristol_Bay
