OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_wetland_area,wetland_area,wtd_wet_per,O1Region,wtd_glacier_area_sqm,wtd_glacier_per,FType,wtd_lake_area_sqm,wtd_lake_per
149,121029350.000000000000000,19205925.000000000000000,Cook_Inlet,13.6955023,75000200013187.0,Cook_Inlet_75000200013187,5609411.000000000000000,140235275.000000000000000,134,451,317,242.225150555025579,61.507763968235231,1358740424.000000000000000,318,212,451,226,335,149,5609411.000000000000000,140235275.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.745827832037770,4.697208299902191,21011887.845138818025589,2.187923431396484,8.418000221252441,103339625.000000000000000,36895650.000000000000000,26.3098202,,,,390,2071837.323888505576178,1.477408642249165
150,8525700.000000000000000,1517050.000000000000000,Cook_Inlet,15.1059217,75000200007646.0,Cook_Inlet_75000200007646,401710.000000000000000,10042750.000000000000000,132,192,60,154.276288865103254,11.275236065135172,61974328.000000000000000,61,146,192,152,171,150,401710.000000000000000,10042750.000000000000000,0.000000000000000,41.669094085693359,41.669094085693359,1.961444713138077,2.858806402637784,787931.955714697018266,1.042683839797974,4.608860731124887,5347000.000000000000000,4695750.000000000000000,46.7576103,,,,390,883179.131258512497880,8.794087042424453
151,6922850.000000000000000,1583875.000000000000000,Cook_Inlet,18.6190929,75000200000010.0,Cook_Inlet_75000200000010,340269.000000000000000,8506725.000000000000000,278,401,123,348.270724044799124,21.460754499927337,118505731.000000000000000,124,354,278,349,376,151,340269.000000000000000,8506725.000000000000000,0.000000000000000,47.774967193603516,47.774967193603516,5.887778023038222,5.551569012927748,2003428.340121192857623,4.025344848632812,13.438100814819336,4929825.000000000000000,3576900.000000000000000,42.0479088,,,,390,72100.477398990900838,0.847562860898909
152,120835250.000000000000000,19156725.000000000000000,Cook_Inlet,13.6841593,75000200013185.0,Cook_Inlet_75000200013185,5599679.000000000000000,139991975.000000000000000,138,450,312,242.413590314733199,61.447728227622157,1357438291.000000000000000,313,212,450,226,335,152,5599679.000000000000000,139991975.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.748000683540234,4.698830960139383,20987600.719605892896652,2.190074920654297,8.425668716430664,103153975.000000000000000,36838000.000000000000000,26.3143654,,,,390,2073595.895687331212685,1.481221767718204
153,15152100.000000000000000,4319125.000000000000000,Cook_Inlet,22.1820927,75000200010344.0,Cook_Inlet_75000200010344,778849.000000000000000,19471225.000000000000000,219,314,95,281.416255268992927,20.400177869848822,219180769.000000000000000,96,303,314,285,305,153,778849.000000000000000,19471225.000000000000000,0.000000000000000,41.068935394287109,41.068935394287109,3.652675041188441,3.906183468374598,2844882.303154576569796,2.256751298904419,8.670558547973652,11112625.000000000000000,8358600.000000000000000,42.9279633,,,,390,360505.095738793432247,1.851509019138180
154,155862475.000000000000000,23927525.000000000000000,Cook_Inlet,13.3085966,75000200010538.0,Cook_Inlet_75000200010538,7191600.000000000000000,179790000.000000000000000,109,450,341,223.720681489517716,66.376510541983677,1608909653.000000000000000,342,212,450,214,321,154,7191600.000000000000000,179790000.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.439340770152568,4.495782879165711,24734363.082629211246967,1.944885253906250,7.717048168182373,128521900.000000000000000,51268100.000000000000000,28.5155468,,,,390,2279199.367428187746555,1.267700908527317
155,121074300.000000000000000,19198525.000000000000000,Cook_Inlet,13.6865606,75000200010547.0,Cook_Inlet_75000200010547,5610913.000000000000000,140272825.000000000000000,132,450,318,242.226750976180710,61.561089641173773,1359113226.000000000000000,319,212,450,226,335,155,5610913.000000000000000,140272825.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.745368126357591,4.696040412531142,21014934.709965448826551,2.188204050064087,8.415466308593750,103377100.000000000000000,36895725.000000000000000,26.3028316,,,,390,2073536.287340071517974,1.478230130084503
156,7202100.000000000000000,1106200.000000000000000,Cook_Inlet,13.3143969,75000200005606.0,Cook_Inlet_75000200005606,332332.000000000000000,8308300.000000000000000,141,201,60,168.955267623941154,11.561767474081597,56149242.000000000000000,61,167,141,167,188,156,332332.000000000000000,8308300.000000000000000,0.000000000000000,23.385070800781250,23.385070800781250,1.571545157123944,1.696500075909931,522274.745157314522658,1.069482207298279,3.238697528839111,3414825.000000000000000,4893475.000000000000000,58.8986320,,,,390,33799.949447119601246,0.406821382374617
157,2079875.000000000000000,252950.000000000000000,Cook_Inlet,10.8430767,75000200002554.0,Cook_Inlet_75000200002554,93313.000000000000000,2332825.000000000000000,142,172,30,158.117529175998726,5.636697452038185,14754421.000000000000000,31,161,172,159,165,157,93313.000000000000000,2332825.000000000000000,0.000000000000000,25.953203201293945,25.953203201293945,1.863726187825079,2.343824894722097,173909.881764521618607,1.140380859375000,3.891853809356689,1429725.000000000000000,903100.000000000000000,38.7127190,,,,,,
158,35387800.000000000000000,9294250.000000000000000,Cook_Inlet,20.8008595,75000200017518.0,Cook_Inlet_75000200017518,1787282.000000000000000,44682050.000000000000000,561,1949,1388,1198.485146160468503,260.416380618553092,2142030929.000000000000000,1385,1289,1912,1214,1530,158,1787282.000000000000000,44682050.000000000000000,0.000000000000000,76.626892089843750,76.626892089843750,27.505682883224033,14.080485380165470,49160411.914894416928291,27.682005882263184,46.051881790161147,44682050.000000000000000,0.000000000000000,0.0000000, 1,27056.373802187856199,0.060554121385486,390,214281.490932164073456,0.479577474329537
159,1283096500.000000000000000,284749175.000000000000000,Cook_Inlet,18.1618118,75000200018332.0,Cook_Inlet_75000200018332,62713827.000000000000000,1567845675.000000000000000,29,453,424,151.112124252918534,86.626435950016642,9476819618.000000000000000,425,106,453,118,292,159,62713827.000000000000000,1567845675.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,2.709464076769043,3.836875381868595,169920861.373208463191986,1.340556144714355,6.500292301177979,900886200.000000000000000,666959475.000000000000000,42.5398674,,,,390,32068135.398835580796003,2.045362148255918
160,35788925.000000000000000,7661225.000000000000000,Cook_Inlet,17.6322174,75000200015469.0,Cook_Inlet_75000200015469,1738006.000000000000000,43450150.000000000000000,192,401,209,318.804578350134136,34.243617890064861,554084270.000000000000000,210,345,192,320,358,160,1738006.000000000000000,43450150.000000000000000,0.000000000000000,54.542213439941406,54.542213439941406,5.941943957123048,6.683289702180879,10327134.249143600463867,3.465652465820312,15.652524948120117,30333325.000000000000000,13116825.000000000000000,30.1882153,,,,390,368129.237235473003238,0.847240206457064
161,150985300.000000000000000,23257525.000000000000000,Cook_Inlet,13.3477659,75000200010540.0,Cook_Inlet_75000200010540,6969713.000000000000000,174242825.000000000000000,115,450,335,226.526693423390043,65.330066063520988,1578826040.000000000000000,336,212,450,215,323,161,6969713.000000000000000,174242825.000000000000000,0.000000000000000,52.632465362548828,52.632465362548828,3.485107937396922,4.524831944124450,24290202.097678512334824,1.983371138572693,7.811008930206299,125698050.000000000000000,48544775.000000000000000,27.8604164,,,,390,2216138.189401734620333,1.271876523100928
162,631479650.000000000000000,280861000.000000000000000,Cook_Inlet,30.7846642,75000200018806.0,Cook_Inlet_75000200018806,36493626.000000000000000,912340650.000000000000000,51,2382,2331,995.854301762170735,519.099505496036500,36342334439.000000000000000,2331,171,2379,1073,1643,162,36493626.000000000000000,912340650.000000000000000,0.000000000000000,81.419723510742188,81.419723510742188,22.437467168913287,14.769798213160172,818824535.249600291252136,21.439870834350586,42.322132110595703,895208350.000000000000000,17132300.000000000000000,1.8778403, 1,34864936.186180852353573,3.821479339403131,390,3008590.396354686468840,0.329765870759092
163,715819900.000000000000000,148769350.000000000000000,Cook_Inlet,17.2069397,75000200003094.0,Cook_Inlet_75000200003094,34583570.000000000000000,864589250.000000000000000,38,453,415,188.332559969950807,89.566245706756831,6513212271.000000000000000,416,118,453,172,316,163,34583570.000000000000000,864589250.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,3.316586530401615,4.413484833396065,114699402.435201391577721,1.728939414024353,8.026718139648438,540337250.000000000000000,324252000.000000000000000,37.5035896,,,,390,12939642.392233313992620,1.496620529510103
164,85916275.000000000000000,30170225.000000000000000,Cook_Inlet,25.9894352,75000200014914.0,Cook_Inlet_75000200014914,4643460.000000000000000,116086500.000000000000000,526,2061,1535,1190.649452778742898,291.558913815498272,5528733108.000000000000000,1536,1289,2061,1201,1568,164,4643460.000000000000000,116086500.000000000000000,0.000000000000000,80.575370788574219,80.575370788574219,27.929009580472300,13.923459538328734,129687238.826539903879166,27.995227813720703,46.296075439453134,116082000.000000000000000,4500.000000000000000,0.0038764, 1,1721045.683233281131834,1.482567295721255,390,329818.095247327000834,0.284116526548056
165,88414700.000000000000000,25945050.000000000000000,Cook_Inlet,22.6872215,75000200007639.0,Cook_Inlet_75000200007639,4574390.000000000000000,114359750.000000000000000,190,453,263,304.521563749479867,45.303066791626463,1393000396.000000000000000,264,303,190,305,366,165,4574390.000000000000000,114359750.000000000000000,0.000000000000000,51.614906311035156,51.614906311035156,5.681546111314431,5.258466750608630,25989607.716135621070862,4.058022499084473,12.822483062744141,76999125.000000000000000,37360625.000000000000000,32.6693840,,,,390,1253612.864166214829311,1.096190157788763
166,23471455650.000000000000000,8519870950.000000000000000,Cook_Inlet,26.6318150,75000200000745.0,Cook_Inlet_75000200000745,1279653064.000000000000000,31991326600.000000000000000,30,5684,5654,1019.037231829807865,495.395407575172158,1304014116041.000000000000000,5643,720,5614,979,1631,166,1279653064.000000000000000,31991326600.000000000000000,0.000000000000000,88.320518493652344,88.320518493652344,14.249459347900121,13.562683288533869,18234364314.883831024169922,9.261775016784668,35.453887939453125,30712692750.000000000000000,1278633850.000000000000000,3.9968140, 1,2245823873.639247894287109,7.020102092136648,390,480306907.919871866703033,1.501365965841362
167,751815700.000000000000000,157984450.000000000000000,Cook_Inlet,17.3647423,75000200013266.0,Cook_Inlet_75000200013266,36392006.000000000000000,909800150.000000000000000,37,453,416,182.132542817232491,91.445934061696562,6628168591.000000000000000,417,76,453,164,314,167,36392006.000000000000000,909800150.000000000000000,0.000000000000000,58.658927917480469,58.658927917480469,3.204391053483376,4.357553163072556,116614218.444713324308395,1.626324415206909,7.809497356414795,554489475.000000000000000,355310675.000000000000000,39.0537071,,,,390,14623229.166535051539540,1.607299042174959
168,10390075.000000000000000,2791550.000000000000000,Cook_Inlet,21.1775856,75000200010391.0,Cook_Inlet_75000200010391,527265.000000000000000,13181625.000000000000000,246,314,68,288.465809412724241,16.631351614412665,152097925.000000000000000,69,303,314,293,306,168,527265.000000000000000,13181625.000000000000000,0.000000000000000,40.936149597167969,40.936149597167969,2.848450821990869,3.271034832656137,1501888.422657015733421,1.698324680328369,6.759047985076904,6575675.000000000000000,6605950.000000000000000,50.1148376,,,,390,324997.048034652543720,2.465404871405557
169,34324700.000000000000000,8309000.000000000000000,Cook_Inlet,19.4892769,75000200015860.0,Cook_Inlet_75000200015860,1705348.000000000000000,42633700.000000000000000,38,84,46,64.731055479586956,7.234079443827024,110388976.000000000000000,47,60,38,65,74,169,1705348.000000000000000,42633700.000000000000000,0.000000000000000,40.083660125732422,40.083660125732422,1.015540441084406,2.075257678940902,1731849.860122409882024,0.467661470174789,1.989146471023560,12801400.000000000000000,29832300.000000000000000,69.9735184,,,,390,1678009.461473717587069,3.935924955918055
170,59028675.000000000000000,13770550.000000000000000,Cook_Inlet,18.9157925,75000200005503.0,Cook_Inlet_75000200005503,2911969.000000000000000,72799225.000000000000000,32,171,139,95.144870017502811,28.501675541645572,277058912.000000000000000,140,58,171,93,136,170,2911969.000000000000000,72799225.000000000000000,0.000000000000000,44.920505523681641,44.920505523681641,2.994618607412774,3.284042700752879,8720236.551609167829156,1.889207482337952,6.912099838256836,52214200.000000000000000,20585025.000000000000000,28.2764339,,,,390,1464445.272332435008138,2.011627308744979
171,53840300.000000000000000,16090400.000000000000000,Cook_Inlet,23.0090656,75000200000213.0,Cook_Inlet_75000200000213,2797228.000000000000000,69930700.000000000000000,236,453,217,328.893241451888855,35.591711681547253,919989384.000000000000000,218,313,453,320,381,171,2797228.000000000000000,69930700.000000000000000,0.000000000000000,51.614906311035156,51.614906311035156,5.900912139905624,5.241672124866771,16506196.663283929228783,4.388870239257812,12.945664405822754,47711000.000000000000000,22219700.000000000000000,31.7738838,,,,390,751773.891625578282401,1.075017046665228
172,24574450.000000000000000,6012500.000000000000000,Cook_Inlet,19.6570759,75000200015782.0,Cook_Inlet_75000200015782,1223478.000000000000000,30586950.000000000000000,37,97,60,61.257666259630618,7.863815651468560,74947407.000000000000000,61,67,95,63,69,172,1223478.000000000000000,30586950.000000000000000,0.000000000000000,42.655994415283203,42.655994415283203,1.659324355223852,2.984544605911521,2030146.843480568146333,0.616072416305542,4.261147308349624,14535675.000000000000000,16051275.000000000000000,52.4775276,,,,390,696584.969084033626132,2.277398028931135
173,117419175.000000000000000,47998475.000000000000000,Cook_Inlet,29.0165386,75000200011141.0,Cook_Inlet_75000200011141,6616706.000000000000000,165417650.000000000000000,51,1041,990,330.511250310958985,200.816509550056537,2186895773.000000000000000,991,84,1041,337,588,173,6616706.000000000000000,165417650.000000000000000,0.000000000000000,64.415382385253906,64.415382385253906,5.079130441151015,5.424271614071860,33607112.864746570587158,3.332272052764893,11.820198059082031,145612875.000000000000000,19804775.000000000000000,11.9725885,,,,390,1735637.931970140663907,1.049243279254775
174,2542550.000000000000000,649750.000000000000000,Cook_Inlet,20.3536644,75000200008051.0,Cook_Inlet_75000200008051,127692.000000000000000,3192300.000000000000000,110,128,18,120.077397174450866,3.386760631000512,15332923.000000000000000,19,119,110,120,125,174,127692.000000000000000,3192300.000000000000000,0.000000000000000,31.673851013183594,31.673851013183594,1.207027326566730,1.615172405847754,154127.733383958926424,0.730341196060181,2.691529512405396,965325.000000000000000,2226975.000000000000000,69.7608337,,,,390,73162.786957560558221,2.292203475804837
